codigo_mes,mes,codigo_ca,comunidad_autonoma,codigo_provincia,provincia,codigo_municipio,municipio,total_paro_registrado,Paro_hombre_edad___25,Paro_hombre_edad_25__45,Paro_hombre_edad___45,Paro_mujer_edad___25,Paro_mujer_edad_25__45,Paro_mujer_edad___45,Paro_Agricultura,Paro_Industria,Paro_Construcci__n,Paro_Servicios,Paro_Sin_empleo_Anterior
201801,Enero de 2018,12,Galicia,27,Lugo,27019,Foz,543,9,97,112,9,173,143,23,42,53,398,27
201802,Febrero de 2018,12,Galicia,27,Lugo,27019,Foz,543,12,97,106,9,168,151,24,40,50,399,30
201803,Marzo de 2018,12,Galicia,27,Lugo,27019,Foz,508,6,83,105,7,162,145,21,34,50,373,30
201804,Abril de 2018,12,Galicia,27,Lugo,27019,Foz,507,7,79,109,9,160,143,18,29,48,383,29
201805,Mayo de 2018,12,Galicia,27,Lugo,27019,Foz,490,8,78,101,8,152,143,16,29,41,373,31
201806,Junio de 2018,12,Galicia,27,Lugo,27019,Foz,458,10,68,97,6,145,132,17,34,41,341,25
201807,Julio de 2018,12,Galicia,27,Lugo,27019,Foz,431,9,61,91,5,135,130,18,35,37,313,28
201808,Agosto de 2018,12,Galicia,27,Lugo,27019,Foz,433,9,70,88,9,128,129,16,42,40,308,27
201809,Septiembre de 2018,12,Galicia,27,Lugo,27019,Foz,464,16,72,88,11,143,134,15,44,36,339,30
201810,Octubre de 2018,12,Galicia,27,Lugo,27019,Foz,513,18,91,91,16,149,148,15,46,38,384,30
201811,Noviembre de 2018,12,Galicia,27,Lugo,27019,Foz,537,20,97,99,18,154,149,17,43,40,409,28
201812,Diciembre de 2018,12,Galicia,27,Lugo,27019,Foz,508,15,85,96,17,150,145,19,36,42,381,30
201801,Enero de 2018,12,Galicia,27,Lugo,27046,Pol,51,0,10,13,1,20,7,3,5,6,31,6
201802,Febrero de 2018,12,Galicia,27,Lugo,27046,Pol,52,0,12,10,1,21,8,5,4,5,31,7
201803,Marzo de 2018,12,Galicia,27,Lugo,27046,Pol,49,0,10,12,1,19,7,4,3,5,30,7
201804,Abril de 2018,12,Galicia,27,Lugo,27046,Pol,51,0,11,10,2,19,9,3,4,6,31,7
201805,Mayo de 2018,12,Galicia,27,Lugo,27046,Pol,45,0,7,11,1,17,9,2,4,5,28,6
201806,Junio de 2018,12,Galicia,27,Lugo,27046,Pol,45,0,6,11,2,16,10,2,2,5,30,6
201807,Julio de 2018,12,Galicia,27,Lugo,27046,Pol,47,0,7,11,2,17,10,1,3,4,33,6
201808,Agosto de 2018,12,Galicia,27,Lugo,27046,Pol,47,1,6,11,2,19,8,1,3,4,32,7
201809,Septiembre de 2018,12,Galicia,27,Lugo,27046,Pol,46,0,10,10,1,16,9,2,4,2,32,6
201810,Octubre de 2018,12,Galicia,27,Lugo,27046,Pol,43,0,7,9,1,16,10,2,3,2,30,6
201811,Noviembre de 2018,12,Galicia,27,Lugo,27046,Pol,45,1,7,11,0,18,8,2,4,1,32,6
201812,Diciembre de 2018,12,Galicia,27,Lugo,27046,Pol,41,1,9,9,0,15,7,1,4,1,30,5
201801,Enero de 2018,12,Galicia,27,Lugo,27028,Lugo,6592,192,1319,1358,179,1912,1632,223,365,569,4714,721
201802,Febrero de 2018,12,Galicia,27,Lugo,27028,Lugo,6574,194,1284,1367,186,1902,1641,213,363,568,4699,731
201803,Marzo de 2018,12,Galicia,27,Lugo,27028,Lugo,6566,194,1263,1378,203,1863,1665,211,369,564,4664,758
201804,Abril de 2018,12,Galicia,27,Lugo,27028,Lugo,6469,192,1220,1363,191,1850,1653,203,345,551,4593,777
201805,Mayo de 2018,12,Galicia,27,Lugo,27028,Lugo,6214,162,1159,1337,177,1784,1595,193,341,513,4448,719
201806,Junio de 2018,12,Galicia,27,Lugo,27028,Lugo,6160,162,1136,1330,161,1744,1627,189,352,522,4373,724
201807,Julio de 2018,12,Galicia,27,Lugo,27028,Lugo,6053,179,1093,1264,169,1755,1593,161,348,487,4321,736
201808,Agosto de 2018,12,Galicia,27,Lugo,27028,Lugo,6040,165,1099,1237,172,1777,1590,154,350,467,4338,731
201809,Septiembre de 2018,12,Galicia,27,Lugo,27028,Lugo,6161,171,1114,1238,186,1837,1615,151,360,447,4462,741
201810,Octubre de 2018,12,Galicia,27,Lugo,27028,Lugo,6001,176,1106,1220,187,1769,1543,164,336,456,4339,706
201811,Noviembre de 2018,12,Galicia,27,Lugo,27028,Lugo,5971,173,1096,1242,185,1734,1541,179,327,470,4295,700
201812,Diciembre de 2018,12,Galicia,27,Lugo,27028,Lugo,5866,181,1126,1247,173,1669,1470,197,335,488,4144,702
201801,Enero de 2018,12,Galicia,27,Lugo,27025,Xove,120,1,21,13,3,50,32,4,8,8,91,9
201802,Febrero de 2018,12,Galicia,27,Lugo,27025,Xove,126,3,22,16,2,53,30,5,8,8,96,9
201803,Marzo de 2018,12,Galicia,27,Lugo,27025,Xove,132,6,22,19,3,56,26,4,11,10,97,10
201804,Abril de 2018,12,Galicia,27,Lugo,27025,Xove,124,4,18,18,2,55,27,4,11,8,94,7
201805,Mayo de 2018,12,Galicia,27,Lugo,27025,Xove,120,4,18,15,1,55,27,4,8,7,96,5
201806,Junio de 2018,12,Galicia,27,Lugo,27025,Xove,117,4,18,14,2,53,26,3,5,8,94,7
201807,Julio de 2018,12,Galicia,27,Lugo,27025,Xove,100,2,13,11,2,45,27,5,4,6,77,8
201808,Agosto de 2018,12,Galicia,27,Lugo,27025,Xove,97,3,13,9,3,46,23,4,3,7,76,7
201809,Septiembre de 2018,12,Galicia,27,Lugo,27025,Xove,117,3,14,15,3,52,30,6,4,5,96,6
201810,Octubre de 2018,12,Galicia,27,Lugo,27025,Xove,115,1,17,15,1,47,34,6,4,7,91,7
201811,Noviembre de 2018,12,Galicia,27,Lugo,27025,Xove,107,0,19,9,1,42,36,5,5,7,83,7
201812,Diciembre de 2018,12,Galicia,27,Lugo,27025,Xove,104,0,21,12,2,38,31,6,5,7,79,7
201801,Enero de 2018,12,Galicia,27,Lugo,27002,Alfoz,73,2,19,18,2,20,12,2,10,7,53,1
201802,Febrero de 2018,12,Galicia,27,Lugo,27002,Alfoz,73,2,17,18,4,19,13,1,12,7,52,1
201803,Marzo de 2018,12,Galicia,27,Lugo,27002,Alfoz,70,2,16,17,3,17,15,2,12,6,49,1
201804,Abril de 2018,12,Galicia,27,Lugo,27002,Alfoz,69,1,12,18,5,19,14,1,12,8,47,1
201805,Mayo de 2018,12,Galicia,27,Lugo,27002,Alfoz,61,1,9,18,2,19,12,2,10,8,40,1
201806,Junio de 2018,12,Galicia,27,Lugo,27002,Alfoz,57,1,11,15,1,17,12,1,9,8,37,2
201807,Julio de 2018,12,Galicia,27,Lugo,27002,Alfoz,50,1,9,13,0,14,13,0,7,8,33,2
201808,Agosto de 2018,12,Galicia,27,Lugo,27002,Alfoz,49,0,9,14,0,14,12,0,5,8,34,2
201809,Septiembre de 2018,12,Galicia,27,Lugo,27002,Alfoz,56,0,11,18,1,12,14,1,6,11,36,2
201810,Octubre de 2018,12,Galicia,27,Lugo,27002,Alfoz,48,2,10,14,1,9,12,1,3,9,33,2
201811,Noviembre de 2018,12,Galicia,27,Lugo,27002,Alfoz,50,1,8,13,1,13,14,1,2,7,38,2
201812,Diciembre de 2018,12,Galicia,27,Lugo,27002,Alfoz,52,1,12,14,2,10,13,2,4,7,37,2
201801,Enero de 2018,12,Galicia,27,Lugo,27013,Cervo,189,3,38,27,3,64,54,4,22,18,138,7
201802,Febrero de 2018,12,Galicia,27,Lugo,27013,Cervo,183,4,33,29,6,58,53,4,20,16,136,7
201803,Marzo de 2018,12,Galicia,27,Lugo,27013,Cervo,179,4,32,29,5,55,54,4,20,15,134,6
201804,Abril de 2018,12,Galicia,27,Lugo,27013,Cervo,181,5,35,28,4,59,50,5,19,15,137,5
201805,Mayo de 2018,12,Galicia,27,Lugo,27013,Cervo,174,2,25,28,4,61,54,5,18,14,131,6
201806,Junio de 2018,12,Galicia,27,Lugo,27013,Cervo,173,2,27,28,4,59,53,5,17,11,136,4
201807,Julio de 2018,12,Galicia,27,Lugo,27013,Cervo,147,1,25,25,3,47,46,4,17,10,110,6
201808,Agosto de 2018,12,Galicia,27,Lugo,27013,Cervo,145,0,26,22,2,52,43,4,20,9,106,6
201809,Septiembre de 2018,12,Galicia,27,Lugo,27013,Cervo,156,1,29,24,2,53,47,4,24,11,109,8
201810,Octubre de 2018,12,Galicia,27,Lugo,27013,Cervo,156,1,25,25,2,53,50,5,20,7,118,6
201811,Noviembre de 2018,12,Galicia,27,Lugo,27013,Cervo,144,1,29,22,3,44,45,3,19,9,107,6
201812,Diciembre de 2018,12,Galicia,27,Lugo,27013,Cervo,155,1,34,24,2,45,49,3,18,12,116,6
201801,Enero de 2018,12,Galicia,27,Lugo,27020,Friol,138,2,25,56,1,30,24,12,18,22,79,7
201802,Febrero de 2018,12,Galicia,27,Lugo,27020,Friol,133,5,20,56,0,29,23,11,17,23,74,8
201803,Marzo de 2018,12,Galicia,27,Lugo,27020,Friol,138,4,17,58,1,34,24,8,16,20,85,9
201804,Abril de 2018,12,Galicia,27,Lugo,27020,Friol,140,3,19,55,1,36,26,9,18,19,85,9
201805,Mayo de 2018,12,Galicia,27,Lugo,27020,Friol,127,3,13,55,0,30,26,9,15,18,75,10
201806,Junio de 2018,12,Galicia,27,Lugo,27020,Friol,134,4,16,55,1,32,26,10,15,18,81,10
201807,Julio de 2018,12,Galicia,27,Lugo,27020,Friol,128,2,19,50,0,31,26,8,12,17,83,8
201808,Agosto de 2018,12,Galicia,27,Lugo,27020,Friol,123,1,18,49,0,31,24,8,13,17,79,6
201809,Septiembre de 2018,12,Galicia,27,Lugo,27020,Friol,127,2,15,54,0,36,20,8,12,18,80,9
201810,Octubre de 2018,12,Galicia,27,Lugo,27020,Friol,126,4,20,49,1,34,18,10,9,16,81,10
201811,Noviembre de 2018,12,Galicia,27,Lugo,27020,Friol,127,1,23,54,1,31,17,8,13,18,79,9
201812,Diciembre de 2018,12,Galicia,27,Lugo,27020,Friol,137,2,22,62,3,33,15,11,13,21,81,11
201801,Enero de 2018,12,Galicia,27,Lugo,27029,Meira,57,2,11,11,0,23,10,4,5,4,40,4
201802,Febrero de 2018,12,Galicia,27,Lugo,27029,Meira,57,1,15,10,0,21,10,4,6,4,39,4
201803,Marzo de 2018,12,Galicia,27,Lugo,27029,Meira,56,1,13,11,0,22,9,4,7,4,37,4
201804,Abril de 2018,12,Galicia,27,Lugo,27029,Meira,58,0,14,13,0,21,10,5,8,4,37,4
201805,Mayo de 2018,12,Galicia,27,Lugo,27029,Meira,56,1,11,15,0,20,9,5,6,5,37,3
201806,Junio de 2018,12,Galicia,27,Lugo,27029,Meira,55,1,12,15,0,20,7,6,4,5,37,3
201807,Julio de 2018,12,Galicia,27,Lugo,27029,Meira,43,1,10,11,0,14,7,4,3,4,29,3
201808,Agosto de 2018,12,Galicia,27,Lugo,27029,Meira,44,1,9,11,0,16,7,3,4,6,28,3
201809,Septiembre de 2018,12,Galicia,27,Lugo,27029,Meira,49,1,14,10,1,16,7,4,3,7,31,4
201810,Octubre de 2018,12,Galicia,27,Lugo,27029,Meira,49,1,14,10,2,15,7,4,4,6,32,3
201811,Noviembre de 2018,12,Galicia,27,Lugo,27029,Meira,53,2,13,14,2,13,9,6,4,6,34,3
201812,Diciembre de 2018,12,Galicia,27,Lugo,27029,Meira,51,1,12,14,1,14,9,3,4,7,34,3
201801,Enero de 2018,12,Galicia,27,Lugo,27033,Muras,22,0,6,12,0,2,2,1,1,5,14,1
201802,Febrero de 2018,12,Galicia,27,Lugo,27033,Muras,26,1,6,13,0,2,4,1,4,5,15,1
201803,Marzo de 2018,12,Galicia,27,Lugo,27033,Muras,28,1,6,13,0,3,5,1,4,5,17,1
201804,Abril de 2018,12,Galicia,27,Lugo,27033,Muras,28,0,8,11,0,6,3,1,6,3,17,1
201805,Mayo de 2018,12,Galicia,27,Lugo,27033,Muras,24,0,9,8,0,5,2,0,6,4,13,1
201806,Junio de 2018,12,Galicia,27,Lugo,27033,Muras,18,0,5,6,0,5,2,0,3,4,10,1
201807,Julio de 2018,12,Galicia,27,Lugo,27033,Muras,14,0,2,6,0,2,4,0,2,4,8,0
201808,Agosto de 2018,12,Galicia,27,Lugo,27033,Muras,15,0,2,5,0,4,4,0,2,3,10,0
201809,Septiembre de 2018,12,Galicia,27,Lugo,27033,Muras,16,0,4,5,0,4,3,1,2,3,10,0
201810,Octubre de 2018,12,Galicia,27,Lugo,27033,Muras,15,0,3,5,0,3,4,1,3,2,9,0
201811,Noviembre de 2018,12,Galicia,27,Lugo,27033,Muras,17,0,3,8,0,2,4,1,2,2,12,0
201812,Diciembre de 2018,12,Galicia,27,Lugo,27033,Muras,16,0,4,6,0,2,4,0,2,3,11,0
201801,Enero de 2018,12,Galicia,27,Lugo,27038,Ourol,63,3,6,28,3,13,10,8,7,8,39,1
201802,Febrero de 2018,12,Galicia,27,Lugo,27038,Ourol,60,3,4,27,3,13,10,6,6,8,39,1
201803,Marzo de 2018,12,Galicia,27,Lugo,27038,Ourol,55,3,4,26,3,11,8,6,6,8,34,1
201804,Abril de 2018,12,Galicia,27,Lugo,27038,Ourol,51,2,3,22,2,13,9,6,5,6,33,1
201805,Mayo de 2018,12,Galicia,27,Lugo,27038,Ourol,49,1,4,21,2,12,9,6,4,6,32,1
201806,Junio de 2018,12,Galicia,27,Lugo,27038,Ourol,41,2,4,18,3,7,7,6,3,6,25,1
201807,Julio de 2018,12,Galicia,27,Lugo,27038,Ourol,43,2,7,17,3,7,7,5,3,5,28,2
201808,Agosto de 2018,12,Galicia,27,Lugo,27038,Ourol,48,3,8,15,2,12,8,5,6,4,31,2
201809,Septiembre de 2018,12,Galicia,27,Lugo,27038,Ourol,47,2,7,13,1,17,7,6,5,1,34,1
201810,Octubre de 2018,12,Galicia,27,Lugo,27038,Ourol,51,2,9,18,1,13,8,10,4,1,35,1
201811,Noviembre de 2018,12,Galicia,27,Lugo,27038,Ourol,56,2,10,22,1,12,9,10,5,2,39,0
201812,Diciembre de 2018,12,Galicia,27,Lugo,27038,Ourol,54,2,8,22,1,10,11,9,3,2,40,0
201801,Enero de 2018,12,Galicia,27,Lugo,27055,Samos,49,0,7,25,0,10,7,10,5,7,27,0
201802,Febrero de 2018,12,Galicia,27,Lugo,27055,Samos,50,0,10,24,0,10,6,10,5,7,28,0
201803,Marzo de 2018,12,Galicia,27,Lugo,27055,Samos,47,0,5,24,0,10,8,9,5,7,26,0
201804,Abril de 2018,12,Galicia,27,Lugo,27055,Samos,50,0,7,25,0,11,7,8,6,7,29,0
201805,Mayo de 2018,12,Galicia,27,Lugo,27055,Samos,46,0,6,24,0,7,9,8,5,7,26,0
201806,Junio de 2018,12,Galicia,27,Lugo,27055,Samos,44,0,7,22,0,6,9,7,5,6,26,0
201807,Julio de 2018,12,Galicia,27,Lugo,27055,Samos,45,0,4,23,0,7,11,7,5,6,27,0
201808,Agosto de 2018,12,Galicia,27,Lugo,27055,Samos,41,0,3,23,0,5,10,7,5,6,23,0
201809,Septiembre de 2018,12,Galicia,27,Lugo,27055,Samos,36,1,2,22,0,4,7,6,5,6,18,1
201810,Octubre de 2018,12,Galicia,27,Lugo,27055,Samos,38,1,4,22,1,5,5,6,6,6,19,1
201811,Noviembre de 2018,12,Galicia,27,Lugo,27055,Samos,45,1,10,20,1,9,4,4,7,7,26,1
201812,Diciembre de 2018,12,Galicia,27,Lugo,27055,Samos,44,2,8,21,1,7,5,4,6,7,26,1
201801,Enero de 2018,12,Galicia,27,Lugo,27059,Sober,114,5,16,37,0,28,28,5,19,9,71,10
201802,Febrero de 2018,12,Galicia,27,Lugo,27059,Sober,109,3,14,36,0,28,28,5,18,9,67,10
201803,Marzo de 2018,12,Galicia,27,Lugo,27059,Sober,106,3,11,38,1,27,26,3,19,10,65,9
201804,Abril de 2018,12,Galicia,27,Lugo,27059,Sober,112,3,14,39,1,29,26,3,19,11,69,10
201805,Mayo de 2018,12,Galicia,27,Lugo,27059,Sober,107,1,16,36,1,28,25,1,16,11,70,9
201806,Junio de 2018,12,Galicia,27,Lugo,27059,Sober,102,1,15,32,1,28,25,1,16,9,67,9
201807,Julio de 2018,12,Galicia,27,Lugo,27059,Sober,91,0,10,29,1,28,23,0,14,8,61,8
201808,Agosto de 2018,12,Galicia,27,Lugo,27059,Sober,93,0,9,30,2,27,25,0,16,9,60,8
201809,Septiembre de 2018,12,Galicia,27,Lugo,27059,Sober,95,1,11,27,2,28,26,0,14,7,65,9
201810,Octubre de 2018,12,Galicia,27,Lugo,27059,Sober,101,1,15,31,1,25,28,3,15,7,68,8
201811,Noviembre de 2018,12,Galicia,27,Lugo,27059,Sober,99,2,17,28,0,25,27,3,14,7,67,8
201812,Diciembre de 2018,12,Galicia,27,Lugo,27059,Sober,98,1,17,28,0,21,31,2,13,8,67,8
201801,Enero de 2018,12,Galicia,27,Lugo,27902,Burela,554,9,107,94,16,184,144,23,38,43,417,33
201802,Febrero de 2018,12,Galicia,27,Lugo,27902,Burela,550,11,111,89,15,186,138,23,37,46,412,32
201803,Marzo de 2018,12,Galicia,27,Lugo,27902,Burela,505,8,90,77,11,185,134,21,41,46,367,30
201804,Abril de 2018,12,Galicia,27,Lugo,27902,Burela,545,12,91,87,7,203,145,19,40,52,405,29
201805,Mayo de 2018,12,Galicia,27,Lugo,27902,Burela,544,13,91,86,10,201,143,17,41,44,410,32
201806,Junio de 2018,12,Galicia,27,Lugo,27902,Burela,534,13,81,84,10,202,144,17,36,40,407,34
201807,Julio de 2018,12,Galicia,27,Lugo,27902,Burela,493,12,71,73,16,192,129,17,32,34,372,38
201808,Agosto de 2018,12,Galicia,27,Lugo,27902,Burela,482,10,68,75,11,184,134,12,32,40,361,37
201809,Septiembre de 2018,12,Galicia,27,Lugo,27902,Burela,512,11,81,73,13,201,133,13,37,37,386,39
201810,Octubre de 2018,12,Galicia,27,Lugo,27902,Burela,516,14,87,75,10,192,138,20,37,41,387,31
201811,Noviembre de 2018,12,Galicia,27,Lugo,27902,Burela,558,17,98,80,12,212,139,24,38,41,422,33
